gene,fc_1,fc_2
UNG,0.160083828,0.479333141
KCTD10,1.63244091,1.731109444
CORO1C,5.206785973,6.764112788
MMAB,0.252518729,0.837094868
MVK,0.214482898,1.064671411
GLTP,2.488665828,1.652902361
C12orf76,0.890402778,0.803408842
ANKRD13A,1.228849213,0.735687828
IFT81,1.548688083,1.243148756
GIT2,1.077171777,1.76719167
UBE3B,1.868266566,2.043453736
ANAPC7,0.857830075,1.084972911
GPN3,0.972703907,2.557764665
FAM216A,1.75701049,2.341988636
VPS29,0.924290715,1.346186044
ARPC3,2.693137263,2.690629274
ATP2A2,1.26953732,2.057545551
TCTN1,0.63637662,0.584905691
PPP1CC,1.331840689,1.529489849
BRAP,1.422010303,2.185245676
ACAD10,4.380573498,1.733046726
ALDH2,30.39300688,3.951166424
TMEM116,1.637701588,1.214712452
MAPKAPK5,1.759731448,2.753509877
ERP29,0.951671536,1.526270376
NAA25,1.028989232,1.825767107
TRAFD1,1.451098406,1.921941237
OAS1,166490.0857,1.796105378
C12orf52,1.790572179,2.013704384
SDSL,2.073341114,1.568535084
DDX54,1.230292269,2.168397587
PTPN11,2.890743513,4.758048837
RBM19,2.496760234,3.896546129
TBX3,0.575524527,0.599071422
C12orf49,1.285199045,2.093928635
MED13L,1.00740944,2.065971347
RFC5,0.705415072,1.614156246
FBXO21,1.000287721,0.966780788
PEBP1,0.613528654,0.618630354
WSB2,0.632453331,0.669532977
TAOK3,2.265234778,0.747375468
RPL6,1.786819199,1.661018852
PRKAB1,1.121996447,1.557840701
SUDS3,0.412559337,0.857537462
RAB35,1.349710675,1.771073743
GCN1L1,2.434041144,2.08775772
PXN,17.54475019,6.270499778
TRIAP1,1.321593341,1.384866041
COX6A1,0.654903402,1.238486902
GATC,1.426708026,1.477668656
SRSF9,1.178868845,1.555467602
COQ5,1.356252385,1.87636403
POP5,1.351470904,1.341381456
RNF10,2.063194943,1.553533198
DYNLL1,1.499391558,1.636961683
ACADS,0.280879486,0.172082827
UNC119B,0.403139414,0.689829409
MLEC,1.019405691,0.944887728
RNF34,1.168804078,0.870114933
CAMKK2,1.488634163,1.410476249
ANAPC5,1.280280667,1.308853323
PSMD9,1.248520623,1.969606859
VPS33A,1.59534731,2.251526163
DIABLO,1.366443826,1.626824137
ZCCHC8,0.896234054,2.19212295
RPLP0,1.262389987,1.656098175
DENR,1.223654567,1.918289262
RSRC2,1.060443402,0.971830571
HIP1R,2.714793982,2.649972569
CLIP1,1.298620759,4.071631366
VPS37B,3.200242503,2.158204199
MPHOSPH9,0.736417876,1.050014308
C12orf65,1.178191784,1.442464595
ARL6IP4,1.373954429,2.110634584
SNRNP35,0.736946137,0.879339702
SETD8,0.828066285,1.432162177
CDK2AP1,1.643055169,0.959227573
SBNO1,1.408653265,1.967101818
DDX55,2.548188488,2.06607328
EIF2B1,1.990054906,2.593457775
GTF2H3,1.396168606,2.244222848
TMED2,1.353211718,2.278736456
ZNF664,0.864664982,1.076652915
BRI3BP,0.347341296,0.73546394
AACS,0.418810802,0.699169577
SLC15A4,3.772123563,5.074053283
SFSWAP,2.065034196,2.432625273
RAN,1.588678544,1.419364582
PXMP2,0.293128258,1.546436488
PGAM5,1.194170214,2.446821861
ANKLE2,2.580731415,5.260759071
ZNF605,1.619448705,0.883153973
CHFR,1.834277602,2.735754132
ZNF140,0.595416824,0.751992697
GOLGA3,3.990205984,2.591387941
ZNF84,0.950803585,0.470926695
MPHOSPH8,0.776178704,0.778995604
ZNF268,0.535943448,0.55729006
PSPC1,0.326622509,0.428023243
ZMYM5,1.031818707,0.987681813
UBC,2.007672312,3.611402588
ZMYM2,0.844483122,0.649667657
CRYL1,0.137487017,0.099886696
N6AMT2,0.947398859,1.538352941
SAP18,0.769953936,0.756200357
MRP63,0.801492919,0.658546997
EFHA1,1.444246667,0.63690543
ZDHHC20,0.290134757,0.542566974
SACS,7.485405697,1.653181281
MIPEP,0.711522291,0.59460704
PARP4,2.075938282,1.471187764
MTMR6,0.620381481,1.558044671
CDK8,1.737599999,0.440915101
NUPL1,0.864273125,1.644271606
USP12,1.367246333,2.48002483
RNF6,1.123430336,0.63168387
LNX2,0.489515629,0.412451606
GTF3A,1.026590445,1.639186153
MTIF3,1.25318055,1.181114754
ATP5EP2,0.416690379,1.445801612
POLR1D,1.16140817,1.185484188
PAN3,0.695790615,0.757638219
POMP,2.546396422,1.909606265
SLC7A1,1.037883925,2.835967927
UBL3,0.764894585,1.51860481
HMGB1,0.632253229,0.768387852
HSPH1,2.99184031,1.230323169
RPL21,0.634072485,1.950047629
PDS5B,1.937350855,0.578003298
RFC3,0.253784803,1.164610727
N4BP2L2,0.872978685,1.033134432
ALG5,0.760742062,1.391632333
EXOSC8,0.64370168,2.034797712
SUPT20H,0.625878291,0.916885527
UFM1,0.919258373,1.814823555
NHLRC3,0.776673272,0.470906591
MRPS31,1.07534385,1.246347281
COG6,0.590912123,0.861663539
WBP4,1.562481108,1.761238543
KBTBD6,0.357264457,0.329327961
KBTBD7,0.252108978,0.168453774
ELF1,0.712648507,0.809298698
VWA8,0.71714231,0.981629232
DNAJC15,438.8553189,4.033818191
AKAP11,0.970927613,1.055706966
KIAA1704,0.806380187,1.555997528
GTF2F2,1.892579157,1.931377601
TSC22D1,0.993765643,1.438673752
SLC25A30,0.6626139,0.550511979
COG3,1.068739591,0.897215453
ESD,1.466300739,1.170856276
NUDT15,0.922520907,1.224609544
SUCLA2,0.588166766,0.597248267
MED4,0.832698681,1.15198788
ITM2B,1.411604347,0.470954978
RB1,0.599376059,0.713213
CAB39L,1.617410731,0.208436645
RCBTB1,0.631105349,0.571895155
EBPL,2.52884955,1.334946065
FNDC3A,0.79192958,0.636363227
KPNA3,2.936378374,3.944377794
RNASEH2B,0.687901693,1.052008617
TPT1,1.17910053,1.572959084
TRIM13,0.961018099,0.831665023
DLEU1,1.176300363,1.032521866
WDFY2,0.99276326,1.616849956
ALG11,0.613816105,0.632051414
INTS6,0.417697687,1.305867464
VPS36,0.340784764,2.411929316
CKAP2,0.250255502,0.617255546
SUGT1,1.558157039,2.028007536
TDRD3,0.431224988,0.533419715
MZT1,0.312692939,1.280250945
PIBF1,0.972379251,4.779173894
DIS3,1.076283598,2.49606721
KLF5,1.12243914,8.397051943
COMMD6,0.921073625,0.925432068
UCHL3,0.566834959,1.05702418
CLN5,0.90296,0.496545444
FBXL3,0.583806445,0.631793164
MYCBP2,0.927329675,0.565400089
RNF219,0.578393385,1.208296668
RBM26,0.823912984,0.974311097
NDFIP2,0.479153327,0.767033935
TGDS,0.791406518,1.395141181
ABCC4,31.78803499,1.201261686
GPR180,0.710840084,1.874069219
UGGT2,1.915844387,1.412438486
DNAJC3,1.050265446,1.508413693
RAP2A,1.15375377,1.885393393
MBNL2,4.095310758,5.756408101
IPO5,0.603381792,1.487070887
STK24,2.541795938,3.776449087
DOCK9,1.511985646,1.187889025
UBAC2,1.493932763,1.061867251
TMTC4,0.292867024,0.215499702
TEX30,0.854703304,1.433348738
PCCA,1.150514962,0.650002096
TPP2,0.827825955,1.287456354
TM9SF2,0.578189142,0.562251666
BIVM,1.212867185,1.225709068
ERCC5,0.547855758,1.1887269
ARGLU1,0.955721807,0.85332676
ABHD13,1.023656881,1.128557
EFNB2,5.356287796,1.460278125
LIG4,1.69616367,1.199386561
CARS2,1.073696333,1.592318201
ANKRD10,1.636051644,1.038418161
CARKD,1.338991514,0.9282313
ATP11A,3.239325962,0.003013712
ARHGEF7,1.543173359,1.477355013
PCID2,1.851836585,1.724054756
CUL4A,1.078635181,0.893003984
GRTP1,0.211603077,0.118098944
LAMP1,2.751830654,2.745223028
TMCO3,1.194420013,0.78285741
TFDP1,0.903234754,1.114035023
LINC00516,2.481514673,0.615024238
UPF3A,1.31575827,0.803538963
CDC16,1.254214306,1.166875898
TTC5,0.500572837,0.524982602
CCNB1IP1,0.830770438,2.460657422
PARP2,0.803439404,1.012725075
OSGEP,0.452063132,0.426465606
PNP,0.38403614,0.638294135
RNASE4,0.034593871,0.448014688
APEX1,0.892169151,0.59146272
METTL17,1.131547143,1.216485511
NDRG2,0.017444187,0.00262582
SUPT16H,0.728235062,1.279232274
TOX4,1.126191825,0.987694166
METTL3,1.743509631,1.375329442
ABHD4,2.187849894,0.588333255
DAD1,1.497381845,1.110901266
OXA1L,1.469255529,1.051139598
CHD8,1.289816931,0.655648491
MRPL52,2.307026064,1.924408755
LRP10,1.607535272,1.24722637
PRMT5,0.973144374,0.883170688
RBM23,0.772669318,0.581247811
HAUS4,1.116212853,1.742463932
HNRNPC,0.683985359,1.162215772
PSMB5,0.734440191,0.818127289
AJUBA,3.819290064,5.375034772
NGDN,1.046259668,1.309149018
ACIN1,1.092546047,0.707741664
C14orf119,2.403274311,1.514333539
DHRS4,0.577025113,0.639236608
BCL2L2,0.572462351,0.530551018
BCL2L2-PABPN1,1.266791816,1.080015488
PABPN1,1.256563893,1.080792123
THTPA,0.754807594,0.335828716
AP1G2,0.359172001,0.150827724
PCK2,0.385640201,1.155362215
DCAF11,0.373886632,0.303644344
RNF31,1.354950433,1.067273824
PSME2,1.140757319,1.28865403
IRF9,4.259093865,3.008905898
PSME1,0.970296377,1.110073286
EMC9,0.612844348,0.535625942
IPO4,0.722545422,0.826802894
CHMP4A,1.010805662,1.382224983
TM9SF1,0.679567702,0.704392053
MDP1,0.435734889,0.536350657
NEDD8,1.636596456,1.264570416
TINF2,0.898007306,0.532344483
RABGGTA,0.874485717,0.606067979
NOP9,1.351678234,0.714570484
DHRS1,0.603254226,0.328207382
GMPR2,1.053859634,0.875456761
KHNYN,2.187099496,1.543152483
SDR39U1,1.00395774,0.493546991
G2E3,0.768528178,0.642750195
STRN3,0.924994216,0.623868498
SCFD1,1.555468623,1.209285323
DTD2,1.172742314,0.502114225
HEATR5A,1.022991466,0.72561022
NUBPL,1.131486917,1.42676525
HECTD1,0.808148997,0.39187884
SPTSSA,0.444121382,0.726658306
EAPP,0.857701659,0.737925715
ARHGAP5,0.89238431,0.81502791
RPPH1,1.122013731,0.625792306
CFL2,1.59891511,2.34956097
PPP2R3C,0.932127387,2.158389459
BAZ1A,0.437939778,0.571861761
FAM177A1,0.689923028,0.529959466
SRP54,1.16727001,0.869977484
SNX6,1.343563787,1.557362213
NFKBIA,1.871380679,3.126874829
KIAA0391,1.11479053,0.633197628
PSMA6,1.064769194,1.236569691
FOXA1,0.001008716,0.000750649
RALGAPA1,0.300740347,0.338104228
MIPOL1,0.085499134,0.043203576
GEMIN2,0.945121054,1.124615138
PNN,0.786549316,0.667591712
TRAPPC6B,0.799543833,0.673440222
SEC23A,2.042574703,1.326656476
KLHL28,0.546776827,0.377911276
FAM179B,1.128131205,0.455052469
PRPF39,0.790889767,0.633626167
FKBP3,0.706639546,0.645299898
CTAGE5,0.439406964,2.041497579
RPS29,0.867622398,0.995949398
MGAT2,0.768029314,0.857147271
RPL36AL,1.197634809,0.627341236
KLHDC2,0.550513373,0.744140677
NEMF,0.918253222,0.543273976
ARF6,0.759528705,0.585095215
SOS2,0.700098234,1.012490934
ATP5S,0.753274378,0.311921355
SAV1,1.301345662,1.489756252
MAP4K5,1.080108949,1.388012978
NIN,1.981504802,1.044174825
TMX1,1.247554453,1.58752703
PYGL,19.31613915,10.67678414
C14orf166,1.094599907,0.852383591
PSMC6,0.853547731,0.828519039
GNPNAT1,0.449932696,1.374779538
STYX,1.053186596,1.120854139
FERMT2,2.087845773,5.077498497
ERO1L,0.157131898,0.408345622
CNIH,1.03862103,1.353074051
CGRRF1,1.003478325,1.319843063
GMFB,0.547119067,0.619524373
GCH1,0.134210311,0.226237186
MAPK1IP1L,1.354804734,0.737282775
SOCS4,0.749493313,0.800075807
FBXO34,1.269306086,0.940733019
C14orf101,0.601257529,0.896610455
NAA30,0.705610261,0.713140165
ACTR10,0.851649832,0.828210761
EXOC5,0.621911325,0.604999483
AP5M1,0.372474771,0.458630954
PSMA3,1.895235597,1.587359116
FLJ31306,0.737643834,0.506823827
TIMM9,1.290045693,1.053931929
DAAM1,0.378328887,0.438355736
PCNXL4,2.093942282,1.018884692
JKAMP,1.094982133,0.748084082
DHRS7,0.490485064,0.074762608
TRMT5,1.192538243,0.844960254
MNAT1,1.382864656,1.597275523
PRKCH,4.616389998,1.195652641
PPM1A,0.528307898,0.583624998
KTN1,3.275362122,2.01326889
SNAPC1,8.104545782,12.55301966
PPP2R5E,1.072732578,0.885581258
WDR89,1.170967263,0.457225079
SGPP1,0.604625384,0.605624193
MTHFD1,0.572793781,0.659017933
ZBTB1,0.718958595,0.502552658
PLEKHG3,0.179743364,0.176620958
HIF1A,3.453946115,3.006737679
HIF1A-AS2,3.929402731,3.326953731
SYNE2,0.18910789,0.111667552
MPP5,0.851407518,0.317907404
ATP6V1D,1.347542264,0.924720775
PIGH,0.364869183,0.236170341
EIF2S1,1.435394375,1.312822604
CHURC1,0.620781157,0.428234881
MAX,1.406016832,0.995085111
ARG2,0.462826434,0.074505481
VTI1B,1.120440682,0.557289749
RDH11,0.357428217,0.116165187
ZFP36L1,1.444093129,2.289818619
ERH,0.980933112,0.820533836
EXD2,0.74749297,0.500439706
KIAA0247,2.330123812,0.400182537
MED6,2.081496944,1.492998445
COX16,0.532832821,0.459363044
SYNJ2BP,1.149851017,0.508874613
MAP3K9,1.650892947,1.440484256
SRSF5,1.330373851,0.697364745
ACTN1,5.731802999,6.309708833
SLC39A9,0.741758258,0.550229281
SIPA1L1,1.607677956,1.115046964
PCNX,1.729478225,1.526254202
ZFYVE1,2.1371873,1.12846238
RBM25,0.805518194,0.594060398
ACOT2,0.326154713,0.246138432
PSEN1,0.808668787,0.767559617
PNMA1,1.040560454,2.298906214
PTGR2,1.188562515,0.684991745
NUMB,1.197916031,1.168664776
ENTPD5,0.540360819,0.322804229
COQ6,0.519408645,0.520017728
ALDH6A1,0.377129582,0.484331084
ISCA2,1.273118033,1.034287793
NPC2,0.698670544,1.149101754
KIAA0317,1.717596213,1.042487371
FCF1,1.516487262,1.461205111
ZNF410,1.027041912,0.939601263
EIF2B2,1.115075079,1.468147564
NEK9,1.333536081,0.917808573
DLST,0.682390836,0.825348107
C14orf1,0.221706149,0.415351328
IFT43,0.720954979,0.978900562
TMED10,0.963620615,0.769253968
GPATCH2L,1.138868083,1.052730651
IRF2BPL,1.316970829,0.335445422
KIAA1737,0.385754872,0.2790851
GSTZ1,0.418295317,0.228553323
AHSA1,1.690028267,1.006185692
VIPAS39,1.657107097,1.183111357
SPTLC2,0.508250328,0.360200237
SLIRP,1.093965826,0.910339208
SNW1,1.224839192,1.545438573
GTF2A1,0.816707552,0.668606182
SEL1L,1.278615896,1.515565549
EFCAB11,0.50997744,0.171650508
TTC8,0.436190307,0.28130903
TDP1,0.786270518,0.308768629
FOXN3,5.335123017,0.628829233
ZC3H14,1.191279667,0.711749236
PSMC1,1.195233937,1.016348538
C14orf159,40.94665133,0.665057466
SMEK1,0.624927872,0.82566729
CALM1,0.507036608,0.441056846
TRIP11,1.239027684,0.519495533
TC2N,9.67E-08,2.54E-08
NDUFB1,0.541241547,0.362067426
CPSF2,0.825961998,0.826337801
LGMN,0.833469383,0.301086136
MOAP1,0.294555305,0.256485049
TMEM251,0.538723234,0.668421669
GOLGA5,1.247969428,1.081438267
ITPK1,0.565154862,0.240982828
UBR7,0.265198337,0.454062646
BTBD7,0.779620931,0.538094478
IFI27L1,0.450257801,0.779184992
IFI27L2,735.1308518,7.028159054
DDX24,0.862345926,0.525547696
SNHG10,1.126512647,0.67677862
GLRX5,1.421328113,1.337250803
ATG2B,0.887199453,0.670523673
DICER1,0.57543654,0.392035627
GSKIP,0.708424841,1.653136541
ATXN3,0.536204915,0.774093453
VRK1,1.166058103,1.800047376
EVL,1.472254107,0.129701866
CCDC85C,1.891887383,0.41676289
SETD3,1.571735268,2.170221615
PAPOLA,0.92081853,0.919556111
SLC25A29,0.830513142,0.311869136
YY1,1.046931727,1.400537454
WARS,2.127905581,3.16675033
PPP2R5C,1.067089097,1.040102203
CINP,1.942967942,0.942249654
WDR20,0.906902909,0.831391519
RCOR1,0.705546856,0.361291269
HSP90AA1,0.580938118,0.280399313
CDC42BPB,3.71509005,0.692255505
DYNC1H1,1.121845151,0.965415183
CKB,0.011611632,0.012514289
APOPT1,1.334246635,1.261127648
BAG5,0.77690317,0.80902398
MARK3,1.876090013,1.345589639
ZFYVE21,0.55206276,0.359809805
EIF5,1.414829796,1.008350214
SNORA28,0.703808826,0.404980068
C14orf2,0.779463331,0.739834698
ADSSL1,0.10587887,0.229309867
SIVA1,0.423968213,1.040479252
KLC1,2.279539597,1.134086642
INF2,10.23034917,4.70404486
AKT1,0.734528506,0.763340862
NUDT14,0.324874086,0.087099685
MTA1,1.644122441,0.803568005
CRIP2,0.349481797,0.845173489
BRF1,0.921257203,0.33386603
BTBD6,0.687331695,0.52051545
LOC646214,0.56135048,0.076246591
HERC2P3,2.310142428,0.540611326
TUBGCP5,1.57488127,0.563642455
NIPA1,3.259054551,1.755436449
CYFIP1,0.913099065,0.816527621
HERC2P7,1.883502379,0.359016888
HERC2P2,3.639458808,0.591208856
NIPA2,1.320923264,1.754508466
PAR-SN,0.335272592,0.152225636
PAR5,0.293827236,0.216234669
IPW,0.918015588,0.247940674
SNRPN,1.809734241,0.488330935
SNURF,2.295349105,0.754446595
UBE3A,0.91827893,0.593495853
HERC2P9,1.777142804,0.542130689
NDNL2,0.682446363,0.585068123
WHAMMP1,0.914497384,1.609278002
FAN1,1.575686508,0.741220444
MTMR10,2.301867846,0.898212969
KLF13,81.25424433,2.646609122
TJP1,1.786658803,0.666065451
AVEN,5.456794588,2.921220391
EMC7,1.858139698,2.110338349
KATNBL1,1.287401759,1.307329479
NOP10,1.971643439,0.799204465
GOLGA8A,14.23027474,0.97390129
EMC4,1.924404472,1.299177665
SLC12A6,3.422816685,0.753745602
AQR,1.202757917,1.042260894
ZNF770,1.161478904,1.148474317
GOLGA8B,13.96834538,1.148557243
ATPBD4,1.476948432,2.057911609
FAM98B,0.689007934,0.728627933
SPRED1,1.452535824,6.580940708
EIF2AK4,1.685015376,1.399903482
C15orf52,59.48321698,1.163034863
SRP14,1.541847102,0.660488179
KNSTRN,0.595689795,2.580655373
IVD,0.304569594,0.211027244
LOC100505648,1.138928098,0.468177788
C15orf57,0.940917711,0.580782564
RMDN3,0.954181799,0.801120948
GCHFR,0.017783982,0.043906007
DNAJC17,0.797749812,1.145654883
ZFYVE19,0.618026795,1.190139711
RHOV,0.334315278,0.026403596
VPS18,1.845051146,1.109528876
CHAC1,1.518305601,9.87271825
INO80,2.053271973,2.387369835
OIP5-AS1,0.587001174,0.976360719
SPINT1,0.140788325,0.084841421
CHP1,0.747590935,0.764236245
NDUFAF1,1.233781912,0.861724084
RTF1,0.842373135,0.76501822
EHD4,3.312794737,2.555644932
MGA,0.867556696,1.187283443
JMJD7,1.285299499,0.407259124
VPS39,2.509608627,1.769438873
ZFP106,2.950094338,1.340707768
LRRC57,0.843128226,0.899360477
TMEM87A,0.847435346,0.770178263
SNAP23,2.686926698,1.532199245
HAUS2,1.100965801,1.821934727
TMEM62,0.364230942,0.539082006
LCMT2,0.636029675,0.415583166
UBR1,0.827082526,0.861299367
ZSCAN29,1.44366306,1.315405443
CCNDBP1,0.404489045,0.518240067
CKMT1A,0.002763331,0.011924021
TP53BP1,1.747198178,1.712670041
PPIP5K1,0.3729493,0.530677039
CKMT1B,0.002564745,0.010714095
MFAP1,1.712686249,1.034691924
LOC645212,1.236613251,0.651836228
CTDSPL2,0.950626491,1.187898484
CASC4,1.174361442,0.857185134
EIF3J,1.144182997,1.595619363
SPG11,1.222975689,0.973924674
SORD,0.665678102,0.135520943
SLC30A4,6.412201633,0.017322101
BLOC1S6,1.204918239,0.201540121
SQRDL,14.14663617,0.508651642
PDIA3,1.419301186,1.22883511
SERF2,0.537628956,0.547817417
HYPK,1.058588369,0.905259032
ELL3,0.113716806,0.127632916
B2M,3.755529189,5.465522618
DUT,0.398652648,0.919149971
EID1,1.92633689,0.722478209
SECISBP2L,0.954081585,0.378954575
COPS2,1.148294503,0.838841354
GALK2,1.418839174,2.689796973
GABPB1,1.722804614,2.845777264
USP8,2.35987737,2.097015923
SPPL2A,1.220062023,1.05133041
TRPM7,1.758003034,1.742554438
LYSMD2,0.644566437,0.859586031
AP4E1,1.99501021,5.145390614
LEO1,0.516309764,0.433225906
DMXL2,1.775838205,0.842010829
TMOD3,1.388066943,1.387996802
GNB5,6.378696495,3.680770704
MYO5C,0.014896284,0.01184603
MAPK6,1.142800336,1.600383266
FAM214A,0.754255931,0.13736172
MYO5A,4.821425991,0.969572546
ARPP19,0.982547862,0.737984659
RSL24D1,2.296857213,3.285894264
NEDD4,6.804458506,11.43118293
ZNF280D,1.155437399,0.493829099
CCPG1,5.863290281,6.119067512
TCF12,1.741512719,2.697764295
POLR2M,1.433929261,1.203961349
FAM63B,0.438543892,0.377272787
ADAM10,2.652193773,1.116579016
CCNB2,0.269874967,1.077871407
SLTM,1.499734616,1.513953432
GTF2A2,2.019081874,1.338072608
MYO1E,4.765358425,8.61916169
BNIP2,3.450931763,2.089307103
NARG2,1.206136658,1.029172983
LACTB,3.535264822,2.754923136
RPS27L,1.756684364,0.963278723
APH1B,5.491986676,0.39334857
RAB8B,7.578617381,3.765207194
TPM1,1.581270095,2.401828413
CA12,4.241811528,4.329783761
FAM96A,0.88157563,1.756822974
USP3,1.133637299,1.167716061
HERC1,0.990920133,0.851925759
VPS13C,0.960412838,0.951452982
SNX1,1.21871722,0.776809677
KIAA0101,0.66555071,1.467610361
TRIP4,1.405352392,1.584978024
CSNK1G1,1.182069383,1.398481578
OAZ2,1.069381235,0.569845607
PPIB,1.139352078,1.352030872
PDCD7,2.084586422,2.477999388
SPG21,1.357979161,1.171787796
CLPX,0.960358342,1.008990655
PTPLAD1,0.484684573,0.309834925
DPP8,1.754023502,0.926143321
VWA9,1.123552109,1.036852699
DENND4A,1.416642062,1.498964425
TIPIN,1.149454748,1.152250125
DIS3L,0.712924902,0.499583493
MAP2K1,2.378598148,1.493376995
SNAPC5,1.558968367,1.858639672
RAB11A,0.807525511,0.400743347
ZWILCH,0.777715407,1.801148597
PIAS1,1.519167767,1.084524077
CLN6,0.241700039,0.324792823
FEM1B,1.051527348,1.259431733
AAGAB,1.706969707,1.482481513
IQCH-AS1,2.079263498,0.284825303
ANP32A,0.79165557,0.742769667
GLCE,5.910910316,3.622662158
TLE3,0.33401219,0.163167978
LARP6,8.892326609,7.382866634
RPL4,1.723001263,1.795875265
RPLP1,1.85015106,1.713759146
MYO9A,1.032856732,1.280090314
HEXA,6.904960176,2.2575195
ARIH1,1.095480978,1.08432067
BBS4,0.598615791,0.35934043
ADPGK,1.798796544,0.982684288
CD276,2.503275242,0.650780065
UBL7,2.365680469,1.47478176
NPTN,3.010595536,2.426974533
CLK3,2.6124771,1.099288547
ULK3,0.535570194,0.273849727
SCAMP2,1.499414297,0.86155589
MPI,0.994466897,0.399500724
FAM219B,0.859625064,0.598533475
COX5A,1.123944375,1.069480444
COMMD4,0.941150874,1.368980016
PTPN9,1.341243414,1.430549247
IMP3,0.922416939,0.721097582
MAN2C1,2.634458476,1.14276305
SNUPN,1.158237289,0.806318996
SIN3A,0.992814226,1.030504234
SNX33,8.088286335,1.648553359
UBE2Q2,0.99013851,0.609531475
FBXO22,1.280986682,1.160812077
FBXO22-AS1,1.392277637,1.224953064
ETFA,0.682375147,0.541114725
RCN2,1.538702377,0.960944956
HMG20A,4.024392758,2.742232422
IDH3A,0.953879802,1.802347433
